DEPTO,CÓDIGO,MATERIA,DOCENTES,FECHA,HORA INICIO,HORA FIN,SEDE
QUIMICA,6314,QUÍMICA ORGÁNICA,"BOEYKENS, SUSANA PATRICIA - PIOL, MARIA NATALIA - MARTINS ALHO, MIRIAM - EIRAS, JAVIER",2/17/2023,18:00,21:00,Paseo Colon
COMPUTACION,9560,REDES Y APLICACIONES DISTRIBUIDAS,"ALVAREZ HAMELIN, JOSE IGNACIO",2/17/2023,18:00,22:00,Paseo Colon
COMPUTACION,7533,REDES Y TELEPROCESAMIENTOS I,"ALVAREZ HAMELIN, JOSE IGNACIO",2/17/2023,18:00,22:00,Paseo Colon
MECANICA,6741,AUTOMOTORES,"CEBREIRO, JOSE PABLO",2/17/2023,18:30,20:30,Paseo Colon
CONSTRUCCIONES,9410,ESTRUCTURAS METÁLICAS I,"DARIN, GUSTAVO ERNESTO - LEJBOWICZ ABATE, EDUARDO CARLOS - CRISTO, RUBEN ALBERTO",2/17/2023,18:30,21:30,
CONSTRUCCIONES,9411,ESTRUCTURAS METÁLICAS II,"LEJBOWICZ ABATE, EDUARDO CARLOS - DARIN, GUSTAVO ERNESTO",2/17/2023,18:30,21:30,
GESTION,7136,GESTION DE CALIDAD,"KOLL, MARCELO HORACIO",2/17/2023,18:30,NULL,
GESTION,9136,GESTIÓN DE LA CALIDAD,"KOLL, MARCELO HORACIO",2/17/2023,18:30,NULL,
GESTION,9137,EMPRENDIMIENTOS DE INGENIERÍA,NULL,2/17/2023,19:00,NULL,
ESTABILIDAD,6413,ESTABILIDAD III B,"ABELEDO, MARCELO GUILLERMO",2/17/2023,19:00,22:00,
GESTION,7118,ESTRUCTURA ECONOMICA ARGENTINA,"BERTOIA DEL VALLE, EZEQUIEL",2/17/2023,19:00,NULL,
TEC INDUSTRIAL,7212,INDUSTRIAS TEXTILES,"ZOGBI, MARCELO MIGUEL",2/17/2023,19:00,22:00,
TEC INDUSTRIAL,9212,INDUSTRIAS TEXTILES,"ZOGBI, MARCELO MIGUEL",2/17/2023,19:00,22:00,
CONSTRUCCIONES,9413,PATOLOGÍA DE LA CONSTRUCCIÓN,"DIEGUEZ, PABLO LUIS - CASTIGLIONE, FRANCISCO JAVIER",2/17/2023,19:00,22:00,
MECANICA,6728,SISTEMAS HIDRAULICOS Y NEUMATICOS,"GAILLARDOU, LUIS CESAR",2/17/2023,19:00,23:00,Paseo Colon
TRANSPORTE,6809,TRANSITO,"ALFANO, JUAN JOSE - RAÑO, SERGIO OSCAR - CORTES, JORGE A. PABLO",2/17/2023,19:00,21:00,
TRANSPORTE,8807,TRÁNSITO,"CORTES, JORGE A. PABLO - RAÑO, SERGIO OSCAR - ALFANO, JUAN JOSE",2/17/2023,19:00,21:00,
MATEMATICA,6122,ALGEBRA II C,"GRÖER, MARIA GABRIELA - GRYNBERG, SEBASTIAN PABLO",2/20/2023,9:00,13:00,Paseo Colon
ING QUIMICA,7644,PRÁCTICA PROFESIONAL,"JAGUS, ROSA JUANA",2/20/2023,14:00,17:00,Ing Quimica
ENERGIA,7911,Terminacion de Pozos,Sorenson,2/20/2023,18:00,21:00,Ing Quimica
AGRIMENSURA,7000,TESIS,"MONTES, ALEJANDRO GABRIEL",2/20/2023,18:00,22:00,
COMPUTACION,7509,ANALISIS DE LA INFORMACION,NULL,2/20/2023,18:30,21:30,Paseo Colon
COMPUTACION,7558,EVALUACION DE PROY. Y MANEJO DE RIESGOS,"VILLAGRA, SERGIO GUSTAVO",2/20/2023,18:30,21:30,Paseo Colon
COMPUTACION,9537,EVALUACIÓN DE PROYECTOS Y MANEJO DE RIESGOS,"VILLAGRA, SERGIO GUSTAVO",2/20/2023,18:30,21:30,Paseo Colon
COMPUTACION,9520,MÉTODOS Y MODELOS EN LA INGENIERÍA DE SOFTWARE I,"VILLAGRA, SERGIO GUSTAVO",2/20/2023,18:30,21:30,Paseo Colon
TRANSPORTE,8809,ANÁLISIS DE SISTEMAS DE TRANSPORTE,"PAPAZIAN, ARTURO - AGOSTA, ROBERTO DANIEL",2/20/2023,19:00,22:00,
ENERGIA,8513,CENTRALES ELÉCTRICAS,"GUZMAN, BENJAMIN ROBERTO",2/20/2023,19:00,21:00,Paseo Colon
ING QUIMICA,7629,INDUSTRIA DE PROCESOS,"IPPOLITO, PABLO FEDERICO",2/20/2023,19:00,22:00,Ing Quimica
TRANSPORTE,6807,INGENIERIA DEL TRANSPORTE,"PAPAZIAN, ARTURO",2/20/2023,19:00,20:00,
COMPUTACION,7524,TEORIA DE LA PROGRAMACION,"FERRIGNO, LEANDRO SEBASTIÁN",2/20/2023,19:00,22:00,Paseo Colon
COMPUTACION,7531,TEORIA DE LENGUAJE,"FERRIGNO, LEANDRO SEBASTIÁN",2/20/2023,19:00,22:00,Paseo Colon
COMPUTACION,9507,TEORÍA DE LENGUAJE DE PROGRAMACIÓN,"FERRIGNO, LEANDRO SEBASTIÁN",2/20/2023,19:00,22:00,Paseo Colon
ENERGIA,8522,METROLOGÍA Y TÉCNICAS DE CALIBRACIÓN ELÉCTRICA,"ALBARRACIN VALENCIA, RAFA",2/21/2023,14:00,16:00,Paseo Colon
ING QUIMICA,7648,EVALUACIÓN DE PROPIEDADES FÍSICAS,"KINGSTON, DIEGO",2/22/2023,15:00,20:00,Ing Quimica
COMPUTACION,7512,ANALISIS NUMERICO I,"MENENDEZ, ANGEL NICOLAS",2/21/2023,16:00,19:00,Paseo Colon
COMPUTACION,9504,ANÁLISIS NUMÉRICO I,"MENENDEZ, ANGEL NICOLAS",2/21/2023,16:00,19:00,Paseo Colon
COMPUTACION,7538,ANALISIS NUMERICO II A,"MENENDEZ, ANGEL NICOLAS",2/21/2023,16:00,19:00,Paseo Colon
COMPUTACION,9513,MÉTODOS MATEMÁTICOS Y NUMÉRICOS,"MENENDEZ, ANGEL NICOLAS",2/21/2023,16:00,19:00,Paseo Colon
COMPUTACION,9510,MODELACIÓN NUMÉRICA,"MENENDEZ, ANGEL NICOLAS",2/21/2023,16:00,19:00,Paseo Colon
FISICA,6211,MECANICA RACIONAL,"SAMBUCO SALOMONE, LUCAS IGNACIO",2/21/2023,17:00,20:00,Paseo Colon
FISICA,8204,MECÁNICA RACIONAL,"SAMBUCO SALOMONE, LUCAS IGNACIO",2/21/2023,17:00,20:00,Paseo Colon
ING QUIMICA,7645,TERMODINÁMICA DE LOS PROCESOS,"IRIGOYEN, BEATRIZ DEL LUJAN",2/21/2023,17:00,22:00,Ing Quimica
NAVAL,7304,ESTRUCTURA DE BUQUES I,"SCHIFMAN, MARCOS",2/21/2023,18:00,21:00,
ING QUIMICA,7651,INTROD. A LA PLANIFICACIÓN INTERACTIVA,"PONIEMAN, GUILLERMO OSCAR",2/21/2023,18:00,21:00,Ing Quimica
ING QUIMICA,7646,INTRODUCCIÓN A LA INGENIERÍA QUÍMICA,"ALMA, EDGARDO OSCAR",2/21/2023,19:00,22:00,Ing Quimica
NAVAL,7305,INTRODUCCION A LAS MAQUINAS MARINAS,"DI BENEDETTO, TOMÁS AUGUSTO",2/21/2023,19:00,22:00,
GESTION,9102,GERENCIAMIENTO Y ORGANIZACIÓN DE OBRAS CIVILES,"KOMPEL, LUIS JOSE",2/22/2023,19:00,NULL,
GESTION,7111,ORGANIZACION DE OBRAS,"KOMPEL, LUIS JOSE",2/22/2023,19:00,NULL,
GESTION,9134,GESTIÓN FINANCIERA,"DIEGO, ALEJANDRO OSCAR",2/22/2023,19:30,NULL,
GESTION,7134,GESTION PRESUPUESTARIA,"DIEGO, ALEJANDRO OSCAR",2/22/2023,19:30,NULL,
GESTION,7123,ECONOMIA,"JAHN, LUIS GERMAN",2/22/2023,19:00,NULL,
GESTION,7113,INFORMACION EN LAS ORGANIZACIONES,"PAEZ, VIVIANA CAROLINA",2/22/2023,19:00,NULL,
GESTION,9119,INTRODUCCIÓN A LA ECONOMÍA Y LA ORGANIZACIÓN DE LA EMPRESA,"BOTTA, JORGE BENJAMIN",2/22/2023,19:00,NULL,
GESTION,7101,INTRODUCCIÓN A LA ECONOMÍA Y ORGANIZACIÓN DE LA EMPRESA,"BOTTA, JORGE BENJAMIN",2/22/2023,19:00,NULL,
MATEMATICA,6107,MATEMATICA DISCRETA,"GRYNBERG, SEBASTIAN PABLO - ACERO, FERNANDO RODOLFO",2/22/2023,7:00,10:00,Paseo Colon
COMPUTACION,7540,ALGORITMOS Y PROGRAMACION I,"COSTA, GUIDO",2/22/2023,8:00,11:00,Paseo Colon
COMPUTACION,9514,ALGORITMOS Y PROGRAMACIÓN I,"COSTA, GUIDO",2/22/2023,8:00,11:00,Paseo Colon
COMPUTACION,7501,COMPUTACIÓN,"COSTA, GUIDO",2/22/2023,8:00,11:00,Paseo Colon
COMPUTACION,9501,COMPUTACIÓN,"COSTA, GUIDO",2/22/2023,8:00,11:00,Paseo Colon
MATEMATICA,8102,ÁLGEBRA II,"ORECCHIA, MONICA INES - GRYNBERG, SEBASTIAN PABLO",2/22/2023,9:00,12:00,Paseo Colon
MATEMATICA,6108,ALGEBRA II A,"GRYNBERG, SEBASTIAN PABLO - ORECCHIA, MONICA INES",2/22/2023,9:00,12:00,Paseo Colon
ESTABILIDAD,8406,ESTABILIDAD III,"ABELEDO, MARCELO GUILLERMO",2/22/2023,9:00,12:00,
ESTABILIDAD,8405,ESTÁTICA Y RESISTENCIA DE MATERIALES,"GIACOIA, CARLOS ALBERTO - CORRAL, ALFREDO ALBERTO - LOPEZ RIVAROLA, FELIPE",2/22/2023,9:00,12:00,
ESTABILIDAD,6404,ESTATICA Y RESISTENCIA DE MATERIALES A,"GIACOIA, CARLOS ALBERTO - CORRAL, ALFREDO ALBERTO - LOPEZ RIVAROLA, FELIPE",2/22/2023,9:00,12:00,
ESTABILIDAD,6405,ESTATICA Y RESISTENCIA DE MATERIALES B,"GIACOIA, CARLOS ALBERTO - CORRAL, ALFREDO ALBERTO - LOPEZ RIVAROLA, FELIPE",2/22/2023,9:00,12:00,
QUIMICA,6302,QUIMICA I,"APHESTEGUY, JUAN CARLOS - RUSSO, ANALIA VERONICA - PIOL, MARIA NATALIA - BOEYKENS, SUSANA PATRICIA",2/22/2023,9:00,12:00,Paseo Colon
FISICA,6215,FISICA III D,"AGUIRRE, MARIA ALEJANDRA",2/22/2023,9:45,13:00,Paseo Colon
ELECTRONICA,8616,CONTROL AUTOMÁTICO II,"SACO, ROBERTO",2/22/2023,10:00,13:00,Paseo Colon
ING QUIMICA,7640,INTRODUCCION A LA BIOQUIMICA,"AGÜERO, MARIA VICTORIA",2/22/2023,10:00,13:00,Ing Quimica
ELECTRONICA,8622,LABORATORIO DE CONTROL AUTOMÁTICO,"SACO, ROBERTO",2/22/2023,10:00,13:00,Paseo Colon
ING QUIMICA,7612,MICROBIOLOGIA INDUSTRIAL,"AGÜERO, MARIA VICTORIA",2/22/2023,10:00,13:00,Ing Quimica
ENERGIA,8538,ELECTROTECNIA GENERAL,"FERREIRA AICARDI, LYDIA FABIANA",2/22/2023,13:00,16:00,Paseo Colon
ENERGIA,6505,ELECTROTECNIA GENERAL C,"FERREIRA AICARDI, LYDIA FABIANA",2/22/2023,13:00,16:00,Paseo Colon
ENERGIA,8535,ELECTROTÉCNIA GENERAL C,"FERREIRA AICARDI, LYDIA FABIANA",2/22/2023,13:00,16:00,Paseo Colon
ENERGIA,6530,ELECTROTECNIA GENERAL D,"FERREIRA AICARDI, LYDIA FABIANA",2/22/2023,13:00,16:00,Paseo Colon
ENERGIA,8539,ELECTROTECNIA P,"FERREIRA AICARDI, LYDIA FABIANA",2/22/2023,13:00,16:00,Paseo Colon
ENERGIA,6543,INGENIERIA DE LAS INSTALACIONES I,"FERREIRA AICARDI, LYDIA FABIANA",2/22/2023,13:00,16:00,Paseo Colon
ENERGIA,6548,LABORATORIO DE INSTALACIONES ELÉCTRICAS,"FERREIRA AICARDI, LYDIA FABIANA",2/22/2023,13:00,16:00,Paseo Colon
QUIMICA,8304,QUÍMICA DEL PETRÓLEO,"BOEYKENS, SUSANA PATRICIA - PIOL, MARIA NATALIA - DE CELIS, JORGE PABLO",2/22/2023,13:00,16:00,Paseo Colon
ELECTRONICA,8603,DISPOSITIVOS SEMICONDUCTORES,"CARBONETTO, SEBASTIÁN HORACIO",2/22/2023,14:00,17:00,Paseo Colon
ENERGIA,6504,ELECTROTECNIA GENERAL B,"INFANTE, EDUARDO AGUSTIN",2/22/2023,14:00,17:00,Paseo Colon
ENERGIA,8501,INTRODUCCIÓN A LA INGENIERÍA ELÉCTRICA,"LEMOZY, NORBERTO ANTONIO - PODESTA, HORACIO EDUARDO",2/22/2023,14:00,17:00,Paseo Colon
ELECTRONICA,6609,LABORATORIO DE MICROCOMPUTADORAS,"CAMPIGLIO, GUILLERMO CARLOS",2/22/2023,15:00,18:00,Paseo Colon
ELECTRONICA,8607,LABORATORIO DE MICROPROCESADORES,"CAMPIGLIO, GUILLERMO CARLOS",2/22/2023,15:00,18:00,Paseo Colon
QUIMICA,6305,QUÍMICA ANALÍTICA,"FASOLI, HECTOR JOSE - PIOL, MARIA NATALIA - BOEYKENS, SUSANA PATRICIA",2/22/2023,15:00,18:00,Paseo Colon
QUIMICA,6315,QUÍMICA ANALÍTICA INSTRUMENTAL,"FASOLI, HECTOR JOSE - PIOL, MARIA NATALIA - BOEYKENS, SUSANA PATRICIA",2/22/2023,15:00,18:00,Paseo Colon
AGRIMENSURA,7043,TOPOGRAFÍA DE OBRA,"MONTES, ALEJANDRO GABRIEL",2/22/2023,15:00,19:00,
MECANICA,6731,TRANSFERENCIA DE CALOR Y MASA,"D´ADAMO, JUAN GASTON LEON",2/22/2023,15:00,18:00,Paseo Colon
COMPUTACION,7512,ANALISIS NUMERICO I,"SASSANO, MIRYAM PATRICIA",2/22/2023,16:00,19:00,Paseo Colon
COMPUTACION,7512,ANALISIS NUMERICO I,"RODRIGUEZ, DANIEL FABIAN",2/22/2023,16:00,19:00,Paseo Colon
COMPUTACION,9504,ANÁLISIS NUMÉRICO I,"SASSANO, MIRYAM PATRICIA",2/22/2023,16:00,19:00,Paseo Colon
COMPUTACION,9504,ANÁLISIS NUMÉRICO I,"RODRIGUEZ, DANIEL FABIAN",2/22/2023,16:00,19:00,Paseo Colon
ELECTRONICA,8625,COMUNICACIONES DIGITALES I,"REY VEGA, LEONARDO JAVIER",2/22/2023,16:00,19:00,Paseo Colon
MECANICA,6757,ELEM. FINITOS AVANZ. EN MECANICA DE FLUIDOS,"GOLDSCHMIT, MARCELA BEATRIZ",2/22/2023,16:00,19:00,Paseo Colon
MECANICA,6762,ELEMENTOS FINITOS AVANZADOS,"TOSCANO, RITA GENOVEVA",2/22/2023,16:00,19:00,Paseo Colon
ING QUIMICA,7658,EMISIONES DE CONT. QUÍMICOS Y BIOLÓGICOS,"Santagata, Daniela",2/22/2023,16:00,19:00,Ing Quimica
ELECTRONICA,8662,EQUIPAMIENTO PARA DIAGNOSTICO Y TRATAMIENTO BIOMÉDICO,"VALVERDE, ESTEBAN RAUL",2/22/2023,16:00,19:00,Paseo Colon
ESTABILIDAD,8402,ESTABILIDAD I,"TOSCANO, RITA GENOVEVA - CARNICER, ROBERTO SERGIO",2/22/2023,16:00,20:00,
ESTABILIDAD,6411,ESTABILIDAD I B,"CARNICER, ROBERTO SERGIO - TOSCANO, RITA GENOVEVA",2/22/2023,16:00,19:00,
ELECTRONICA,6670,ESTRUCTURA DEL COMPUTADOR,"MAZZEO, JORGE RAUL",2/22/2023,16:00,19:00,Paseo Colon
HIDRAULICA,8901,HIDRÁULICA GENERAL,"KOUTSOVITIS, MARIA EVA",2/22/2023,16:00,NULL,
ELECTRONICA,8661,INGENIERÍA BIOMÉDICA,"ZANUTTO, BONIFACIO SILVANO",2/22/2023,16:00,19:00,Paseo Colon
MECANICA,6760,INTRODUCCIÓN AL ANÁLISIS TENSORIAL,"GOLDSCHMIT, MARCELA BEATRIZ",2/22/2023,16:00,19:00,Paseo Colon
MECANICA,6758,INTRODUCCIÓN AL MÉTODO DE LOS ELEMENTOS FINITOS,"GOLDSCHMIT, MARCELA BEATRIZ",2/22/2023,16:00,19:00,Paseo Colon
ENERGIA,8540,MÁQUINAS E INSTALACIONES ELÉCTRICAS,"VINSON, EDGARDO GUSTAVO",2/22/2023,16:00,20:00,Paseo Colon
ENERGIA,8507,MÁQUINAS ELÉCTRICAS II,"VINSON, EDGARDO GUSTAVO",2/22/2023,16:00,20:00,Paseo Colon
MECANICA,6759,MECANICA DEL CONTINUO,"TOSCANO, RITA GENOVEVA",2/22/2023,16:00,19:00,Paseo Colon
MECANICA,6749,METALURGIA FISICA,"SAPORITI, MARIA FABIANA",2/22/2023,16:00,20:00,Paseo Colon
COMPUTACION,9513,MÉTODOS MATEMÁTICOS Y NUMÉRICOS,"SASSANO, MIRYAM PATRICIA",2/22/2023,16:00,19:00,Paseo Colon
COMPUTACION,9513,MÉTODOS MATEMÁTICOS Y NUMÉRICOS,"RODRIGUEZ, DANIEL FABIAN",2/22/2023,16:00,19:00,Paseo Colon
MECANICA,xx.xx,PROCESAMIENTO DE MATERIALES,"SAPORITI, MARIA FABIANA",2/22/2023,16:00,20:00,Paseo Colon
ELECTRONICA,8653,PROCESAMIENTO DEL HABLA,"PELLE, PATRICIA ALEJANDRA",2/22/2023,16:00,19:00,Paseo Colon
TRANSPORTE,6803,PUERTOS Y VÍAS NAVEGABLES,"PALOMAR, ALBERTO GUSTAVO",2/22/2023,16:00,19:00,
TRANSPORTE,8813,PUERTOS Y VÍAS NAVEGABLES A,"PALOMAR, ALBERTO GUSTAVO",2/22/2023,16:00,19:00,
TRANSPORTE,8803,PUERTOS Y VÍAS NAVEGABLES B,"PALOMAR, ALBERTO GUSTAVO",2/22/2023,16:00,19:00,
COMPUTACION,7544,ADM. Y CONTROL DE PROY. INFORMATICOS I,"FONTELA, MOISES CARLOS",2/22/2023,17:00,20:00,Paseo Colon
COMPUTACION,9524,ADMINISTRACIÓN Y CONTROL DE PROYECTOS INFORMÁTICOS I,"FONTELA, MOISES CARLOS",2/22/2023,17:00,20:00,Paseo Colon
GESTION,7102,AGRIMENSURA LEGAL I,"MENDEZ CASARIEGO, JUAN CARLOS",2/22/2023,17:00,NULL,
GESTION,7124,AGRIMENSURA LEGAL II,"MENDEZ CASARIEGO, JUAN CARLOS",2/22/2023,17:00,NULL,
GESTION,7130,AGRIMENSURA LEGAL III,"MENDEZ CASARIEGO, JUAN CARLOS",2/22/2023,17:00,NULL,
GESTION,7152,AGRIMENSURA LEGAL IV,"MENDEZ CASARIEGO, JUAN CARLOS",2/22/2023,17:00,NULL,
HIDRAULICA,8910,APROVECHAMIENTOS HIDRÁULICOS,"AROSTEGUI, MARCELO PABLO",2/22/2023,17:00,NULL,
HIDRAULICA,8901,HIDRÁULICA GENERAL,"SCHIFINI GLADCHTEIN, FERNANDO",2/22/2023,17:00,NULL,
TEC INDUSTRIAL,7215,INDUSTRIAS DE LA ALIMENTACION,"JAGUS, ROSA JUANA",2/22/2023,17:00,20:00,
TEC INDUSTRIAL,9215,INDUSTRIAS DE LA ALIMENTACIÓN,"JAGUS, ROSA JUANA",2/22/2023,17:00,20:00,
ING QUIMICA,7656,INSTR. Y CONTROL DE PLANTAS QUÍMICAS,"ZANINI, ANIBAL JOSE ANTONIO",2/22/2023,17:00,22:00,Ing Quimica
ING QUIMICA,7609,INSTRUMEN. Y CONTROL DE PLANTAS QUIMICAS,"ZANINI, ANIBAL JOSE ANTONIO",2/22/2023,17:00,22:00,Ing Quimica
ING QUIMICA,7643,INSTRUMENTACION Y CONTROL,"ZANINI, ANIBAL JOSE ANTONIO",2/22/2023,17:00,NULL,Ing Quimica
COMPUTACION,7514,LENGUAJES FORMALES,"CORSI, DIEGO PABLO",2/22/2023,17:00,20:00,Paseo Colon
COMPUTACION,9548,LENGUAJES FORMALES,"CORSI, DIEGO PABLO",2/22/2023,17:00,20:00,Paseo Colon
CONSTRUCCIONES,9419,MATERIALES NO TRADICIONALES EN LA CONSTRUCCIÓN,"PIQUE, TERESA MARIA",2/22/2023,17:00,20:00,
MECANICA,6718,MECANICA DE LOS FLUIDOS B,"ARTANA, GUILLERMO OSVALDO",2/22/2023,17:00,22:00,Paseo Colon
ESTABILIDAD,6414,METODO DE LOS ELEMENTOS FINITOS,"SCHWARZ, RODOLFO ALEJANDRO - CARNICER, ROBERTO SERGIO",2/22/2023,17:00,20:00,
ESTABILIDAD,8409,MÉTODO DE LOS ELEMENTOS FINITOS,"CARNICER, ROBERTO SERGIO - SCHWARZ, RODOLFO ALEJANDRO",2/22/2023,17:00,20:00,
COMPUTACION,7518,PROYECTOS INFORMATICOS,"FONTELA, MOISES CARLOS",2/22/2023,17:00,20:00,Paseo Colon
ELECTRONICA,8644,TÉCNICA DIGITAL AVANZADA,"MARTINEZ, MIGUEL ANTONIO",2/22/2023,17:00,20:00,Paseo Colon
MECANICA,8714,TERMODINÁMICA,"SOSA, ROBERTO",2/22/2023,17:00,21:00,Paseo Colon
MECANICA,6752,TERMODINAMICA B,"SOSA, ROBERTO",2/22/2023,17:00,21:00,Paseo Colon
MECANICA,6700,TESIS DE INGENIERIA MECANICA,"ARTANA, GUILLERMO OSVALDO",2/22/2023,17:00,22:00,Paseo Colon
COMPUTACION,7515,BASE DE DATOS,"BEIRO, MARIANO GASTON",2/22/2023,18:00,22:00,Paseo Colon
COMPUTACION,9505,BASE DE DATOS,"BEIRO, MARIANO GASTON",2/22/2023,18:00,22:00,Paseo Colon
MECANICA,6723,CONVERSION DE ENERGIA,"TURCHETTI, EDGARDO MARCELO",2/22/2023,18:00,21:00,Paseo Colon
MECANICA,8704,CONVERSIÓN DE ENERGÍA,"TURCHETTI, EDGARDO MARCELO",2/22/2023,18:00,21:00,Paseo Colon
ELECTRONICA,8610,DISEÑO DE CIRCUITOS ELECTRÓNICOS,"MARCHI, EDGARDO JOSE",2/22/2023,18:00,21:00,Paseo Colon
GESTION,9109,ECONOMÍA,"CONDE, MARIA EUGENIA",2/22/2023,18:00,NULL,
FISICA,8206,ELECTROMAGNETISMO,"REY VEGA, LEONARDO JAVIER",2/22/2023,18:00,21:00,Paseo Colon
FISICA,6208,ELECTROMAGNETISMO A,"REY VEGA, LEONARDO JAVIER",2/22/2023,18:00,21:00,Paseo Colon
FISICA,6209,ELECTROMAGNETISMO B,"REY VEGA, LEONARDO JAVIER",2/22/2023,18:00,21:00,Paseo Colon
ESTABILIDAD,8403,ESTABILIDAD II,"ALONSO, MARIO EDUARDO",2/22/2023,18:00,20:00,
ESTABILIDAD,6412,ESTABILIDAD II B,"GIACOIA, CARLOS ALBERTO",2/22/2023,18:00,21:00,
MECANICA,8707,FUENTES Y MÁQUINAS ENERGÉTICAS,"TURCHETTI, EDGARDO MARCELO",2/22/2023,18:00,21:00,Paseo Colon
AGRIMENSURA,7002,GEOMETRIA DESCRIPTIVA,"DARIN, MONICA BEATRIZ",2/22/2023,18:00,22:00,
CONSTRUCCIONES,9401,HORMIGÓN I,"FOLINO, PAULA CECILIA - MALVAR PERRIN, ANDRES",2/22/2023,18:00,22:00,
ENERGIA,7923,INDUSTRIALIZACIÓN DEL PETRÓLEO Y DEL GAS,"CARRONE, EDUARDO JORGE",2/22/2023,18:00,20:00,Ing Quimica
ELECTRONICA,8645,INDUSTRIAS Y PRODUCTOS DE ELECTRÓNICA,"ZANABRIA, JORGE NESTOR",2/22/2023,18:00,21:00,Paseo Colon
TEC INDUSTRIAL,7201,MATERIALES INDUSTRIALES I,"PINCHETE, LUIS ALBERTO",2/22/2023,18:00,22:00,
TEC INDUSTRIAL,9201,MATERIALES INDUSTRIALES I,"PINCHETE, LUIS ALBERTO",2/22/2023,18:00,22:00,
ENERGIA,7907,PERFORACIÓN DE POZOS II,"LOGIODICE, JESUS",2/22/2023,18:00,20:00,Ing Quimica
ENERGIA,8515,PROTECCIONES ELÉCTRICAS Y EQUIPOS DE MANIOBRA,"LINTURA, LEONARDO AUGUSTO",2/22/2023,18:00,20:00,Paseo Colon
ELECTRONICA,8615,ROBÓTICA,"GONZALEZ, PABLO SEBASTIAN",2/22/2023,18:00,21:00,Paseo Colon
MECANICA,6743,ROBOTICA INDUSTRIAL,"GONZALEZ, PABLO SEBASTIAN",2/22/2023,18:00,21:00,Paseo Colon
AGRIMENSURA,7032,SISTEMAS DE INFORMACIÓN GEOGRÁFICA I,"RODRIGUEZ, MARIA MACARENA",2/22/2023,18:00,22:00,
COMPUTACION,7508,SISTEMAS OPERATIVOS,"MENDEZ, MARIANO",2/22/2023,18:00,22:00,Paseo Colon
COMPUTACION,9503,SISTEMAS OPERATIVOS,"MENDEZ, MARIANO",2/22/2023,18:00,22:00,Paseo Colon
MECANICA,6717,TALLER,"SCHENKEL, CHRISTIAN DAVID",2/22/2023,18:00,22:00,Paseo Colon
MECANICA,8715,TALLER A,"SCHENKEL, CHRISTIAN DAVID",2/22/2023,18:00,22:00,Paseo Colon
COMPUTACION,7559,TECNICAS DE PROGRAMACION CONCURRENTE I,"DEYMONNAZ, PABLO ANDRES",2/22/2023,18:00,22:00,Paseo Colon
COMPUTACION,9509,TÉCNICAS DE PROGRAMACIÓN CONCURRENTE I,"DEYMONNAZ, PABLO ANDRES",2/22/2023,18:00,22:00,Paseo Colon
MECANICA,6756,TECNICAS ENERGETICAS,"ROMANO, SILVIA DANIELA",2/22/2023,18:00,21:00,Paseo Colon
MECANICA,6715,TECNOLOGIA MECANICA I,"COSTA, EDUARDO ROBERTO",2/22/2023,18:00,22:00,Paseo Colon
ENERGIA,7903,Terminacion I,Laluf,2/22/2023,18:00,22:00,Ing Quimica
MECANICA,6704,TERMODINAMICA I A,"MOSCARDI, MARIO ALBERTO - TURCHETTI, EDGARDO MARCELO",2/22/2023,18:00,22:00,Paseo Colon
MECANICA,8702,TERMODINÁMICA I A,"MOSCARDI, MARIO ALBERTO - TURCHETTI, EDGARDO MARCELO",2/22/2023,18:00,22:00,Paseo Colon
ELECTRONICA,8635,VIDEO DIGITAL,"VENTURINO, GABRIEL FRANCISCO",2/22/2023,18:00,21:00,Paseo Colon
ING QUIMICA,7627,CONTROL ESTADISTICO DE PROCESOS,"BENYACAR, ROBERTO ISAAC",2/22/2023,18:15,21:00,Ing Quimica
ENERGIA,8533,ABASTECIMIENTO AUXILIAR DE LA ENERGÍA ELÉCTRICA,"GUN, MARCELO CLAUDIO",2/22/2023,19:00,22:00,Paseo Colon
COMPUTACION,7540,ALGORITMOS Y PROGRAMACION I,"AZCURRA, DIEGO ANDRES",2/22/2023,19:00,22:00,Paseo Colon
COMPUTACION,9514,ALGORITMOS Y PROGRAMACIÓN I,"AZCURRA, DIEGO ANDRES",2/22/2023,19:00,22:00,Paseo Colon
COMPUTACION,9511,ALGORITMOS Y PROGRAMACIÓN I,NULL,2/22/2023,19:00,22:00,Paseo Colon
COMPUTACION,7512,ANALISIS NUMERICO I,"TARELA, PABLO ADRIAN",2/22/2023,19:00,22:00,Paseo Colon
COMPUTACION,9504,ANÁLISIS NUMÉRICO I,"TARELA, PABLO ADRIAN",2/22/2023,19:00,22:00,Paseo Colon
GESTION,9120,COMERCIALIZACIÓN,"SWINYARD, CARLOS MARCELO",2/22/2023,19:00,NULL,
GESTION,7133,COMERCIALIZACIÓN DE PRODUCTOS INDUSTRIALES,"SWINYARD, CARLOS MARCELO",2/22/2023,19:00,NULL,
ELECTRONICA,8612,COMUNICACIÓN DE DATOS,"MARRONE, LUIS ARMANDO",2/22/2023,19:00,22:00,Paseo Colon
ENERGIA,8510,CONSTRUCCIONES ELECTROMECÁNICAS,"GUN, MARCELO CLAUDIO",2/22/2023,19:00,22:00,Paseo Colon
